Control Sense Id;Id equipment hauling;Id equipment loading;Id location dump;Id location load;Id polygon;Id material;Id crew hauling;Id crew loading;Hour hauling;Hour loading;Hour Dumping;Time loading;Time Dumping;Shift hauling;Shift loading;Id employee hauling;Id employee loading;Date cube hauling;Date cube loading;Ley Bloque Au;Ley Bloque Cu;Ley Bloque Sec;Ley Bloque CUSS;Ley Bloque OX;Ley Bloque AUPPM;Ley Bloque AGPPM;Ley Bloque MOPCT;Ley Bloque PBPCT;Ley Bloque FEPCT;Ley Bloque ZNPCT;Ley Bloque SPCT;Ley Bloque CAPCT;Ley Bloque HIGZN;Ley Bloque ASPPM;Ley Bloque REL;Ley Bloque RQD;Ley Bloque RMR;Ley Bloque IS;Ley Bloque MINZ;Ley Bloque KAOLI;Ley Bloque EXPCL;Ley Bloque TOTCL;Ley Bloque CPCT;Ley Bloque HUMC;Ley Bloque PIROF;Ley Bloque CLORI;Ley Bloque AP;Ley Bloque NP;Ley Bloque RECCU;Ley Bloque SPI;Ley Bloque BWI;Ley Bloque FP;Ley Bloque UCS;Ley Polígono Au;Ley Polígono Cu;Ley Polígono Sec;Ley Polígono CUSS;Ley Polígono OX;Ley Polígono AUPPM;Ley Polígono AGPPM;Ley Polígono MOPCT;Ley Polígono PBPCT;Ley Polígono FEPCT;Ley Polígono ZNPCT;Ley Polígono SPCT;Ley Polígono CAPCT;Ley Polígono HIGZN;Ley Polígono ASPPM;Ley Polígono REL;Ley Polígono RQD;Ley Polígono RMR;Ley Polígono IS;Ley Polígono MINZ;Ley Polígono KAOLI;Ley Polígono EXPCL;Ley Polígono TOTCL;Ley Polígono CPCT;Ley Polígono HUMC;Ley Polígono PIROF;Ley Polígono CLORI;Ley Polígono AP;Ley Polígono NP;Ley Polígono RECCU;Ley Polígono SPI;Ley Polígono BWI;Ley Polígono FP;Ley Polígono UCS;Es reportable-producción;Es reportable-tiempos;Toneladas de sensor;EFH cargado;Distancia real cargado;EFH Vacío (Km);EFH Cargado (Km);Velocidad Cargado (Km/h);Velocidad Vacío (Km/h);Toneladas de sensor cargadas;Ciclo Acarreo (8): Tiempo Cola en Descarga (s);Ciclo Acarreo (1): Tiempo Viajando Vacío (s);Ciclo Carguío (3): Tiempo Spot (s);Ciclo Acarreo (3): Tiempo Listo Para Cuadrarse (s);Ciclo Acarreo (10): Tiempo Listo Para Descarga (s);Tiempo queue en minutos total;Ciclo Acarreo (4): Tiempo Cuadrando (s);Ciclo Acarreo (5): Tiempo Cuadrado (s);Ciclo Acarreo (6): Tiempo Cargando (s);Ciclo Acarreo (7): Tiempo Acarreando (s);Ciclo Acarreo (0): Tiempo Total Ciclo (s);Ciclo Acarreo (11): Tiempo Descargando (s);Ciclo Acarreo (2): Tiempo Llegada (queue) (s);Ciclo Acarreo (9): Tiempo Retrocediendo (s);Ciclo Carguío (0): Tiempo Total Ciclo (s);Ciclo Carguío (2): Tiempo Hang (s);Toneladas de sensor reales;null;Toneladas Inpit Waste ;Toneladas Inpit Ore ;Toneladas Prime Ore ;Toneladas Medium Grade Rehandle ;Toneladas Prime Waste ;Toneladas Low Grade Rehandle ;Toneladas Medium Grade Crusher ;Toneladas Low Grade Crusher ;Toneladas Rehandle Ore ;Toneladas Rehandle Waste ;Toneladas Low Grade Stock ;Toneladas High Grade Crusher ;Toneladas Mineral To Pad Crusher ;Total Toneladas Without Inpit ;Toneladas Mineral To Pad Rehandle ;Toneladas Mineral To Pad Stock ;Toneladas High Grade Stock ;Toneladas Moved Stock ;Toneladas Moved Crusher ;Toneladas Moved Rehandle ;Toneladas High Grade Rehandle ;Toneladas Medium Grade Stock ;Toneladas Sterile Crusher ;Toneladas Sterile Rehandle ;Toneladas Sterile Stock ;Número de pases;Polígono HPGPS;Toneladas ROM To Crusher;Toneladas Mineral To Stock;Toneladas Stock Piles To Crusher;Toneladas Ore To Crusher;Distancia real vacío
586970;35;28;1421;617805;11742;4;;;20;20;20;2024-01-23 20:38:37.015;2024-01-23 20:44:31.11;2;2;62;82;2024-01-23;2024-01-23;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.12;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;90.2;1.59611;1.65294;1.365;1.59611;17.835;27.001;90.2;1.999;234.044;110.019;2.194;0;0.0365666666666667;17.805;90.02;108.024;338.091;836.197;30.015;0;14.005;257.864;39.821;90.2;;;;0;;90.2;;;;;;;;;90.2;;;;90.2;;0;;;;;90.2;5;11742;0;0;0;0;1.69491
586971;32;29;1438;617803;11747;2;;;20;20;20;2024-01-23 20:42:20.878;2024-01-23 20:45:36.935;2;2;74;42;2024-01-23;2024-01-23;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.42;5.22;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;91;0.75555;0.78364;0.735;0.75555;17.841;24.688;91;3.999;126.031;22.002;2.11;0;0.0351666666666667;17.892;2;214.095;160.04;596.198;38.013;0;32.018;318.145;82.048;91;;;;0;;;;;;;;;;;91;;;;0;;0;;;;;;6;11747;0;0;0;0;0.85541
586972;36;28;1421;617805;11742;4;;;20;20;20;2024-01-23 20:42:30.933;2024-01-23 20:48:48.995;2;2;40;82;2024-01-23;2024-01-23;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.12;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;98.9;1.7;1.65054;1.33;1.7;16.898;34.1645;98.9;1.999;228.057;92.017;34.094;0;0.568233333333333;13.917;44.006;132.023;360.06;858.176;28.017;0;16.003;233.918;9.878;98.9;;;;0;;98.9;;;;;;;;;98.9;;;;98.9;;0;;;;;98.9;4;11742;0;0;0;0;1.6793
586973;31;29;1438;617803;11747;2;;;20;20;20;2024-01-23 20:47:04.85;2024-01-23 20:50:30.889;2;2;58;42;2024-01-23;2024-01-23;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.42;5.22;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;97;0.82166;0.76402;0.75833;0.82166;16.023;23.582;97;6.005;130.019;30.01;2.098;0;0.0349666666666667;21.912;6;210.035;174.027;610.111;34.008;0;26.007;283.972;43.927;0;;;;0;;;;;;;;;;;97;;;;0;;0;;;;;;8;11747;0;0;0;0;0.85516
586974;66;28;1421;617805;11742;4;;;20;20;20;2024-01-23 20:48:23.395;2024-01-23 20:54:47.517;2;2;66;82;2024-01-23;2024-01-23;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.12;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;93.4;1.70944;1.66989;1.31833;1.70944;17.054;27.2395;93.4;4.001;226.037;24.015;2.132;0;0.0355333333333333;15.872;6.011;176.071;362.069;848.21;37.965;0;18.052;352.462;152.376;93.4;;;;0;;93.4;;;;;;;;;93.4;;;;93.4;;0;;;;;93.4;6;11742;0;0;0;0;1.67377
586975;32;29;1438;617803;11747;2;;;20;20;20;2024-01-23 20:52:07.066;2024-01-23 20:55:35.126;2;2;74;42;2024-01-23;2024-01-23;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.42;5.22;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;90.8;0.81222;0.7845;0.735;0.81222;16.718;24.3985;90.8;8;126.038;20.007;2.143;0;0.0357166666666667;15.863;2.001;206.08;172.049;600.194;40.009;0;28.011;302.216;76.129;90.8;;;;0;;;;;;;;;;;90.8;;;;0;;0;;;;;;7;11747;0;0;0;0;0.84889
586976;35;28;1421;617805;11742;4;;;20;20;20;2024-01-23 20:52:33.216;2024-01-23 20:59:07.268;2;2;62;82;2024-01-23;2024-01-23;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.12;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;96.5;1.72833;1.67961;1.47;1.72833;17.1445;26.0245;96.5;1.999;252.038;82.02;20.291;0;0.338183333333333;17.719;44.01;136.027;366.05;878.14;14.003;0;26.003;249.821;31.774;96.5;;;;0;;96.5;;;;;;;;;96.5;;;;96.5;;0;;;;;96.5;4;11742;0;0;0;0;1.72902
586977;36;28;1421;617805;11742;4;;;21;20;21;2024-01-23 20:56:53.121;2024-01-23 21:03:07.205;2;2;40;82;2024-01-23;2024-01-23;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.12;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;96.4;1.65277;1.66739;1.435;1.65277;17.384;36.6495;96.4;2.001;246.048;84.024;18.123;0;0.30205;17.886;48.015;144.028;350.08;870.19;22.006;0;22.003;259.905;31.853;96.4;;;;0;;96.4;;;;;;;;;96.4;;;;96.4;;0;;;;;96.4;5;11742;0;0;0;0;0.00159
586978;31;29;1438;617803;11747;2;;;21;20;21;2024-01-23 20:57:04.95;2024-01-23 21:01:08.994;2;2;58;42;2024-01-23;2024-01-23;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.42;5.22;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;97;0.84055;0.76445;0.735;0.84055;15.835;23.479;97;8.002;126.025;18.004;2.081;0;0.0346833333333333;13.923;2;212.03;178.03;642.115;42.012;0;58.012;297.884;67.85;0;;;;0;;;;;;;;;;;97;;;;0;;0;;;;;;10;11747;0;0;0;0;0.82017
586979;32;29;1438;617803;11747;2;;;21;21;21;2024-01-23 21:02:03.241;2024-01-23 21:05:45.31;2;2;74;42;2024-01-23;2024-01-23;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.42;5.22;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;97.1;0.83111;0.79813;0.735;0.83111;16.6705;24.4285;97.1;2;126.062;22.002;2.099;0;0.0349833333333333;17.904;1.999;200.066;176.056;610.207;40.008;0;44.013;298.291;76.223;97.1;;;;0;;;;;;;;;;;97.1;;;;0;;0;;;;;;6;11747;0;0;0;0;0.84841
586980;66;28;1421;617805;11742;4;;;21;21;21;2024-01-23 21:03:03.586;2024-01-23 21:09:17.673;2;2;66;82;2024-01-23;2024-01-23;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.12;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;96.1;1.62444;1.65258;1.27166;1.62444;17.553;29.8745;96.1;7.999;218.049;36.011;18.09;0;0.3015;15.921;2;196.056;344.084;844.205;20.002;0;22.004;370.465;138.398;96.1;;;;0;;96.1;;;;;;;;;96.1;;;;96.1;;0;;;;;96.1;6;11742;0;0;0;0;1.68486
586981;35;28;1421;617805;11742;4;;;21;21;21;2024-01-23 21:07:17.372;2024-01-23 21:13:21.437;2;2;62;82;2024-01-23;2024-01-23;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.12;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;89.9;1.59611;1.66538;1.33;1.59611;17.9425;27.1105;89.9;8.001;228.032;106.028;2.08;0;0.0346666666666667;17.929;86.019;118.035;338.06;832.162;16.002;0;18.004;253.786;29.723;89.9;;;;0;;89.9;;;;;;;;;89.9;;;;89.9;;0;;;;;89.9;4;11742;0;0;0;0;1.69526
586982;31;29;1438;617803;11747;2;;;21;21;21;2024-01-23 21:07:49.084;2024-01-23 21:11:21.142;2;2;58;42;2024-01-23;2024-01-23;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.42;5.22;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;97;0.86888;0.77194;0.77;0.86888;15.3475;23.05;97;8.002;132.026;22.005;2.167;0;0.0361166666666667;17.835;2.003;210.048;184.043;612.152;36.015;0;20.013;345.843;113.79;0;;;;0;;;;;;;;;;;97;;;;0;;0;;;;;;10;11747;0;0;0;0;0.84514
586984;36;28;1421;617805;11742;4;;;21;21;21;2024-01-23 21:11:33.308;2024-01-23 21:17:43.405;2;2;40;82;2024-01-23;2024-01-23;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.12;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;92;1.65277;1.63657;1.015;1.65277;17.1155;34.385;92;2.002;174.023;78.017;16.106;0;0.268433333333333;0.057;61.854;160.032;350.093;824.174;42.005;0;18.002;255.936;17.887;92;;;;0;;92;;;;;;;;;92;;;;92;;0;;;;;92;4;11742;0;0;0;0;1.67718
586985;32;29;1438;617803;11747;2;;;21;21;21;2024-01-23 21:12:47.419;2024-01-23 21:16:39.481;2;2;74;42;2024-01-23;2024-01-23;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.42;5.22;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;91.1;0.89722;0.78081;0.78166;0.89722;15.075;23.2405;91.1;2.001;134.026;21.976;2.269;0;0.0378166666666667;17.706;2.001;234.063;190.049;660.15;38.023;0;40.012;298.335;42.296;91.1;;;;0;;;;;;;;;;;91.1;;;;0;;0;;;;;;6;11747;0;0;0;0;0.85935
586986;66;28;1421;617805;11742;4;;;21;21;21;2024-01-23 21:17:05.757;2024-01-23 21:23:19.901;2;2;66;82;2024-01-23;2024-01-23;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.12;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;88.4;1.65277;1.65217;1.26;1.65277;17.25;29.323;88.4;8.001;216.064;42.005;16.106;0;0.268433333333333;17.9;7.999;188.028;350.054;852.172;31.931;0;16.089;332.449;102.416;88.4;;;;0;;88.4;;;;;;;;;88.4;;;;88.4;;0;;;;;88.4;6;11742;0;0;0;0;1.6637
586987;31;29;1438;617803;11747;2;;;21;21;21;2024-01-23 21:18:03.26;2024-01-23 21:22:11.344;2;2;58;42;2024-01-23;2024-01-23;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.42;5.22;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;97;0.81222;0.75509;0.75833;0.81222;16.068;23.3065;97;8.003;130.034;24.003;2.084;0;0.0347333333333333;19.919;2;210.074;172.062;658.201;46.006;0;68.019;315.841;81.764;0;;;;0;;;;;;;;;;;97;;;;0;;0;;;;;;7;11747;0;0;0;0;0.83586
586988;35;28;1421;617805;11742;4;;;21;21;21;2024-01-23 21:21:11.527;2024-01-23 21:27:17.593;2;2;62;82;2024-01-23;2024-01-23;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.12;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;90.1;1.615;1.65733;1.44666;1.615;17.6745;24.7015;90.1;8.004;248.028;76.036;14.148;0;0.2358;15.876;46.012;150.02;342.057;856.153;16.003;0;16.005;245.77;19.714;90.1;;;;0;;90.1;;;;;;;;;90.1;;;;90.1;;0;;;;;90.1;5;11742;0;0;0;0;1.67556
586989;32;29;1438;617803;11747;2;;;21;21;21;2024-01-23 21:23:25.625;2024-01-23 21:26:49.691;2;2;74;42;2024-01-23;2024-01-23;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.42;5.22;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;88.7;0.79333;0.79183;0.78166;0.79333;17.407;22.431;88.7;4.001;134.035;22.007;2.15;0;0.0358333333333333;17.857;2;212.088;168.061;616.211;44.015;0;32.004;322.365;88.27;88.7;;;;0;;;;;;;;;;;88.7;;;;0;;0;;;;;;5;11747;0;0;0;0;0.82632
586990;36;28;1421;617805;11742;4;;;21;21;21;2024-01-23 21:26:09.502;2024-01-23 21:32:43.623;2;2;40;82;2024-01-23;2024-01-23;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.12;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;100.5;1.77555;1.66065;0.875;1.77555;16.425;40.931;100.5;2;150.03;146.033;42.196;0;0.703266666666667;13.812;90.025;144.036;376.071;860.175;25.955;0;16.05;297.975;7.906;100.5;;;;0;;100.5;;;;;;;;;100.5;;;;100.5;;0;;;;;100.5;4;11742;0;0;0;0;1.66494
586991;31;29;1438;617803;11747;2;;;21;21;21;2024-01-23 21:29:13.424;2024-01-23 21:32:57.461;2;2;58;42;2024-01-23;2024-01-23;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.42;5.22;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;97;0.86888;0.75597;0.75833;0.86888;15.0275;23.1575;97;8;130.014;28.006;2.131;0;0.0355166666666667;17.873;8.002;218.034;184.026;652.095;52.004;0;32.011;347.799;101.759;0;;;;0;;;;;;;;;;;97;;;;0;;0;;;;;;11;11747;0;0;0;0;0.84021
586992;66;28;1421;617805;11742;4;;;21;21;21;2024-01-23 21:31:19.951;2024-01-23 21:37:16.077;2;2;66;82;2024-01-23;2024-01-23;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.12;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;90.2;1.58666;1.64875;1.21333;1.58666;17.839;31.227;90.2;6.001;208.036;28.009;20.053;0;0.334216666666667;0.053;7.903;204.046;336.058;824.159;27.942;0;14.067;310.449;78.394;90.2;;;;0;;90.2;;;;;;;;;90.2;;;;90.2;;0;;;;;90.2;7;11742;0;0;0;0;1.68396
586993;32;29;1438;617803;11747;2;;;21;21;21;2024-01-23 21:33:45.836;2024-01-23 21:36:55.961;2;2;74;42;2024-01-23;2024-01-23;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.42;5.22;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;91.3;0.765;0.77434;1.03833;0.765;17.625;17.737;91.3;1.992;178.052;20.029;2.238;0;0.0373;15.792;1.999;218.066;162.124;646.294;40.022;0;26.009;272.412;34.317;91.3;;;;0;;;;;;;;;;;91.3;;;;0;;0;;;;;;5;11747;0;0;0;0;0.84881
586994;35;28;1421;617805;11742;4;;;21;21;21;2024-01-23 21:35:29.706;2024-01-23 21:41:21.763;2;2;62;82;2024-01-23;2024-01-23;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.12;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;86.8;1.58666;1.65601;1.41166;1.58666;17.9785;25.749;86.8;6;242.043;124.039;18.149;0;0.302483333333333;17.867;88.023;104.043;336.055;844.187;22.005;0;10.002;249.755;21.673;86.8;;;;0;;86.8;;;;;;;;;86.8;;;;86.8;;0;;;;;86.8;4;11742;0;0;0;0;1.71958
586995;36;28;1421;617805;11742;4;;;21;21;21;2024-01-23 21:39:31.645;2024-01-23 21:45:21.693;2;2;40;82;2024-01-23;2024-01-23;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.12;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;88.5;1.55833;1.64505;1.33;1.55833;18.204;37.1955;88.5;2;228.042;78.005;18.315;0;0.30525;13.686;46.004;154.032;330.048;840.13;30.003;0;18;241.939;9.902;88.5;;;;0;;88.5;;;;;;;;;88.5;;;;88.5;;0;;;;;88.5;4;11742;0;0;0;0;1.67474
586996;31;29;1438;617803;11747;2;;;21;21;21;2024-01-23 21:39:45.534;2024-01-23 21:44:17.589;2;2;58;42;2024-01-23;2024-01-23;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.42;5.22;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;97;0.89722;0.78114;0.735;0.89722;15.1275;23.471;97;4.002;126.028;22.006;2.08;0;0.0346666666666667;17.927;1.999;204.049;190.034;680.151;56.013;0;78.019;359.698;133.643;0;;;;0;;;;;;;;;;;97;;;;0;;0;;;;;;10;11747;0;0;0;0;0.81779
586997;32;29;1438;617803;11747;2;;;21;21;21;2024-01-23 21:45:10.125;2024-01-23 21:49:00.19;2;2;74;42;2024-01-23;2024-01-23;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.42;5.22;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;95.1;0.85;0.77665;0.75833;0.85;15.8425;23.1185;95.1;8.001;130.092;24.009;2.26;0;0.0376666666666667;19.75;1.999;252.081;180.056;678.256;42.009;0;42.008;324.591;48.501;95.1;;;;0;;;;;;;;;;;95.1;;;;0;;0;;;;;;5;11747;0;0;0;0;0.82732
586998;66;28;1421;617805;11742;4;;;21;21;21;2024-01-23 21:45:02.117;2024-01-23 21:50:40.326;2;2;66;82;2024-01-23;2024-01-23;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.12;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;82.2;1.51111;1.64034;1.17833;1.51111;18.88;30.2625;82.2;1.999;202.048;36.006;18.236;0;0.303933333333333;15.77;2;194.056;320.08;802.199;31.88;0;16.13;330.472;100.41;82.2;;;;0;;82.2;;;;;;;;;82.2;;;;82.2;;0;;;;;82.2;5;11742;0;0;0;0;1.68498
586999;35;28;1421;617805;11742;4;;;21;21;21;2024-01-23 21:49:19.858;2024-01-23 21:55:33.945;2;2;62;82;2024-01-23;2024-01-23;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.12;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;94.9;1.69055;1.67308;1.4;1.69055;17.061;25.5355;94.9;1.999;240.046;70.015;2.095;0;0.0349166666666667;19.911;48.009;144.032;358.085;850.182;22.002;0;14.003;257.741;43.694;94.9;;;;0;;94.9;;;;;;;;;94.9;;;;94.9;;0;;;;;94.9;5;11742;0;0;0;0;1.67903
587001;36;28;1421;617805;11742;4;;;22;21;22;2024-01-23 21:53:53.783;2024-01-23 22:00:03.875;2;2;40;82;2024-01-23;2024-01-23;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.12;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;96.4;1.66222;1.65694;1.24833;1.66222;17.2365;35.73;96.4;2;214.029;86.019;22.099;0;0.368316666666667;11.908;52.012;168.026;352.055;870.142;31.976;0;16.037;273.925;19.88;96.4;;;;0;;96.4;;;;;;;;;96.4;;;;96.4;;0;;;;;96.4;5;11742;0;0;0;0;1.65389
587003;66;28;1421;617805;11742;4;;;22;21;22;2024-01-23 21:59:14.313;2024-01-23 22:05:28.438;2;2;66;82;2024-01-23;2024-01-23;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.12;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;102.8;1.65277;1.66971;1.26;1.65277;17.746;30.0315;102.8;8;216.044;50.014;32.403;0;0.54005;15.611;2;230.045;350.07;894.181;23.953;0;16.055;320.53;40.471;102.8;;;;0;;102.8;;;;;;;;;102.8;;;;102.8;;0;;;;;102.8;6;11742;0;0;0;0;1.68654
587005;35;28;1421;617805;11742;4;;;22;22;22;2024-01-23 22:03:54.053;2024-01-23 22:10:06.139;2;2;62;82;2024-01-23;2024-01-23;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.12;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;86.3;1.66222;1.67508;1.4;1.66222;17.3045;25.965;86.3;6;240.075;74.019;16.386;0;0.2731;13.625;44.008;164.041;352.081;868.222;18.001;0;14.005;279.74;41.68;86.3;;;;0;;86.3;;;;;;;;;86.3;;;;86.3;;0;;;;;86.3;5;11742;0;0;0;0;1.72424
587007;36;28;1421;617805;11742;4;;;22;22;22;2024-01-23 22:08:07.928;2024-01-23 22:14:38.244;2;2;40;82;2024-01-23;2024-01-23;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.12;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;100.8;1.75666;1.66643;1.17833;1.75666;16.399;34.324;100.8;8.002;202.031;94.021;28.085;0;0.468083333333333;13.922;52.014;144.027;372.056;854.142;23.747;0;10.258;253.875;15.827;100.8;;;;0;;100.8;;;;;;;;;100.8;;;;100.8;;0;;;;;100.8;5;11742;0;0;0;0;1.66899
587009;66;28;1421;617805;11742;4;;;22;22;22;2024-01-23 22:13:38.482;2024-01-23 22:20:10.553;2;2;66;82;2024-01-23;2024-01-23;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.12;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;96.7;1.67166;1.69731;1.16666;1.67166;17.666;30.6625;96.7;8;200.032;46.003;44.164;0;0.736066666666667;0.155;1.684;204.044;354.065;882.162;40.012;0;30.006;330.554;80.507;96.7;;;;0;;96.7;;;;;;;;;96.7;;;;96.7;;0;;;;;96.7;6;11742;0;0;0;0;1.68763
587010;32;29;1438;617803;11748;2;;;22;22;22;2024-01-23 22:18:06.809;2024-01-23 22:21:30.868;2;2;74;42;2024-01-23;2024-01-23;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.47;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;91.6;0.78388;0.77721;1.28333;0.78388;17.2345;19.285;91.6;7.999;220.066;22.005;2.093;0;0.0348833333333333;13.912;6;222.043;166.05;710.19;42.017;0;30.01;294.815;50.767;91.6;;;;0;;;;;;;;;;;91.6;;;;0;;0;;;;;;6;11748;0;0;0;0;0.83942
587011;35;28;1421;617805;11742;4;;;22;22;22;2024-01-23 22:17:56.265;2024-01-23 22:23:56.352;2;2;62;82;2024-01-23;2024-01-23;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.12;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;86.6;1.62444;1.67186;1.52833;1.62444;17.7955;23.425;86.6;1.998;262.057;62.014;3.021;0;0.05035;14.989;44.004;150.036;344.082;868.202;34.008;0;14.007;257.783;45.733;86.6;;;;0;;86.6;;;;;;;;;86.6;;;;86.6;;0;;;;;86.6;4;11742;0;0;0;0;1.68221
587012;36;28;1421;617805;11742;4;;;22;22;22;2024-01-23 22:22:48.054;2024-01-23 22:29:36.118;2;2;40;82;2024-01-23;2024-01-23;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.12;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;105.3;1.84166;1.67051;1.24833;1.84166;16.4125;38.0325;105.3;5.999;214.032;122.012;12.148;0;0.202466666666667;15.855;94.009;142.02;390.062;908.13;22.002;0;12.003;291.789;27.757;105.3;;;;0;;105.3;;;;;;;;;105.3;;;;105.3;;0;;;;;105.3;4;11742;0;0;0;0;1.66919
587013;31;29;1438;617803;11747;2;;;22;22;22;2024-01-23 22:24:44.143;2024-01-23 22:28:32.197;2;2;58;42;2024-01-23;2024-01-23;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.42;5.22;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;97;0.81222;0.7638;0.805;0.81222;16.3435;22.143;97;8.002;138.033;24.006;2.078;0;0.0346333333333333;19.927;2.001;226.047;172.032;652.144;36.004;0;48.02;397.334;147.281;0;;;;0;;;;;;;;;;;97;;;;0;;0;;;;;;10;11747;0;0;0;0;0.84035
